# Live top-level children of Figma page 4914:113562 ("✅ Social") in file 3sSzw1KewMtUbeLAv7uW0r.
# Harvested 2026-08-20 via use_figma (page.children, in document order). n = 442.
# Columns: nodeId <TAB> type <TAB> WxH <TAB> x,y <TAB> live name (VERBATIM — trailing spaces,
# double spaces and the stray ")" on 11400:91695 are all as Figma holds them; do not tidy).
# Node ids use COLONS here (Figma's native form). registry.json / *.nodes.txt use DASHES.
11385:28161	FRAME	768x1750	37698,6401	Skai > Social > Messages - Sample conversation (768 x 1024px)
11387:29051	FRAME	768x1024	38566,5201	Skai > Social > Messages > Sample Conversation 1VH (768 x 1024px)
11530:303909	FRAME	768x1024	36830,6401	Skai > Social > Messages > Sample Conversation > attachment 1VH (1440 x 900px)
11387:72346	FRAME	768x1024	37698,13343	Skai > Social > Messages > Sample Conversation > Unread messages 1VH (768 x 1024px)
11387:73630	FRAME	768x1024	37698,16943	Skai > Social > Messages > Sample Conversation > Chat settings 1VH (768 x 1024px)
11387:74491	FRAME	768x1024	37698,19343	Skai > Social > Messages > Sample Conversation > Unread messages 1VH (768 x 1024px)
11387:74043	FRAME	768x1024	37698,18143	Skai > Social > Messages > Sample Conversation > Message requests > Sample message 1VH (768 x 1024px)
11387:28789	FRAME	768x1024	38566,6401	Skai > Social > Messages > Sample Conversation - scroll effect 1VH (768 x 1024px)
11387:70777	FRAME	768x1024	37698,8543	Skai > Social > Messages > Sample Conversation > multi-select / profile 1VH (768 x 1024px)
11387:71039	FRAME	768x1024	37698,9743	Skai > Social > Messages > Sample Conversation > multi-select / profile > Disappearing message options 1VH (768 x 1024px)
11387:71301	FRAME	768x1024	37698,10943	Skai > Social > Messages > Sample Conversation > multi-select / profile > Block screenshots 1VH (768 x 1024px)
11385:27529	FRAME	768x1124	38566,4001	Skai > Social > Messages (768 x 1024px)
11381:26299	FRAME	768x1024	38566,2677	Skai > Social > Messages - empty 1VH (768 x 1024px)
11341:86906	FRAME	296x812	40091,2677	sidebar - open casino
11341:87042	FRAME	318x1024	37280,2677	sidebar - open casino
11530:301774	FRAME	296x812	27489,4001	sidebar - open casino
11530:301872	FRAME	318x1024	24125,4001	sidebar - open casino
11398:88650	FRAME	442x1460	48794,8809	Right menu - token gated + rules
11410:138568	FRAME	768x1950	24543,4001	Skai > Social > Live (768 x 1024px)
11526:290681	FRAME	768x1024	24543,2801	Skai > Social > Live 1VH (768 x 1024px)
11477:236128	FRAME	768x2036	24543,8752	Skai > Social > Live > Stream type modal > Sample stream (768 x 1024px)
11529:298704	FRAME	768x1409	25411,9180	Skai > Social > Live > Stream type modal > Sample stream > Stream viewers (768 x 1024px)
11529:292610	FRAME	708x396	25411,12790	Multi-panel - live chat
11529:292890	FRAME	708x404	25411,7552	Multi-panel - live chat
11529:292425	FRAME	708x436	25411,13286	Multi-panel - live chat - with rewards
11477:238522	FRAME	768x1024	24543,7552	Skai > Social > Live > Stream type modal > Sample stream 1VH (768 x 1024px)
11529:293878	FRAME	768x1024	25411,8056	Skai > Social > Live > Stream type modal > Sample stream > Chat settings 1VH (768 x 1024px)
11477:254411	FRAME	768x1024	24543,20323	Skai > Social > Live > Go live > setup stream > Skai studio > select thumbnail > starting stream > stream manager - guests expanded 1VH (768 x 1024px)
11477:257758	FRAME	768x1190	25411,20323	Skai > Social > Live > Go live > setup stream > Skai studio > select thumbnail > starting stream > stream manager - activity feed expanded (768 x 1024px)
11477:255979	FRAME	768x1024	24543,21513	Skai > Social > Live > Go live > setup stream > Skai studio > select thumbnail > starting stream > stream manager > invite guests 1VH (768 x 1024px)
11477:245788	FRAME	768x1024	24543,14373	Skai > Social > Live > Go live 1VH (768 x 1024px)
11481:269077	FRAME	354x518	27431,14373	Terms and conditions - Agree
11477:247775	FRAME	768x1024	24543,15563	Skai > Social > Live > Go live > setup stream 1VH (768 x 1024px)
11477:249372	FRAME	768x1024	24543,16753	Skai > Social > Live > Go live > setup stream > Skai studio > select thumbnail 1VH (768 x 1024px)
11477:250868	FRAME	768x1024	24543,17943	Skai > Social > Live > Go live > setup stream > OBS 1VH (768 x 1024px)
